run_id,os,cpu,physical_cores,system_ram_gb,gpu,GPU_ram_mb,cuda_version,training_type,game_name,batch_size,learning_rate,buffer_size,beta,epsilon,lambd,num_epoch,learning_rate_schedule,normalize,hidden_units,num_layers,vis_encode_type,reward_extrinsic_gamma,reward_extrinsic_strength,keep_checkpoints,max_steps,time_horizon,summary_freq
20251123-041152,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,7.1e-05,163840,0.005658,0.249,0.941,3,constant,True,512,2,simple,,,5,2000000,1024,12000
20251123-042835,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,2048,0.000217,81920,0.005766,0.136,0.95,5,constant,False,128,3,simple,,,5,500000,2048,12000
20251123-043320,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,512,6.8e-05,40960,0.007983,0.3,0.945,4,constant,False,64,3,simple,,,5,1000000,2048,12000
20251123-044139,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,0.000196,20480,0.004243,0.176,0.939,5,linear,True,64,3,simple,,,5,250000,128,12000
20251123-044403,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,0.000168,81920,0.007757,0.178,0.908,10,constant,False,128,2,simple,,,5,100000,2048,12000
20251123-044520,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,512,0.000253,20480,0.008347,0.133,0.92,8,linear,False,256,3,simple,,,5,1000000,64,12000
20251123-045712,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,0.000113,20480,0.005919,0.259,0.947,8,linear,False,256,1,simple,,,5,100000,512,12000
20251123-045823,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,0.000214,327680,0.005119,0.286,0.924,5,constant,True,256,1,simple,,,5,1000000,256,12000
20251123-050758,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,512,0.000225,40960,0.003671,0.292,0.948,10,constant,True,256,3,simple,,,5,500000,128,12000
20251123-051451,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,0.000288,163840,0.005608,0.184,0.931,3,constant,False,512,2,simple,,,5,100000,2048,12000
20251123-051540,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,0.000275,327680,0.006323,0.107,0.948,10,constant,True,256,2,simple,,,5,500000,128,12000
20251123-052120,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,0.000281,163840,0.006995,0.28,0.949,8,constant,True,256,2,simple,,,5,100000,512,12000
20251123-052209,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,0.00025,81920,0.007558,0.102,0.933,5,linear,True,32,1,simple,,,5,2000000,512,12000
20251123-053940,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,1.1e-05,163840,0.007918,0.241,0.942,3,linear,True,64,1,simple,,,5,500000,64,12000
20251123-054351,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,8.5e-05,327680,0.005218,0.29,0.915,5,linear,False,128,1,simple,,,5,1000000,128,12000
20251123-055313,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,2048,0.000181,81920,0.003258,0.278,0.904,8,constant,True,64,3,simple,,,5,250000,512,12000
20251123-055609,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,0.000225,20480,0.003114,0.19,0.912,5,linear,True,32,2,simple,,,5,250000,512,12000
20251123-055836,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,512,3.1e-05,20480,0.007608,0.162,0.926,5,linear,True,128,2,simple,,,5,500000,1024,12000
20251123-060316,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,0.000274,81920,0.005473,0.261,0.933,10,constant,True,512,3,simple,,,5,2000000,512,12000
20251123-063633,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,9.6e-05,163840,0.008351,0.104,0.915,5,linear,True,512,1,simple,,,5,2000000,2048,12000
20251123-065520,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,9.1e-05,327680,0.003536,0.17,0.935,10,linear,False,256,1,simple,,,5,500000,64,12000
20251123-070039,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,512,0.000167,40960,0.000899,0.292,0.937,4,constant,True,64,1,simple,,,5,500000,1024,12000
20251123-070454,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,0.000191,40960,0.008342,0.126,0.945,3,constant,True,128,1,simple,,,5,500000,128,12000
20251123-070857,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,8.4e-05,81920,0.003641,0.226,0.931,10,constant,False,64,2,simple,,,5,1000000,256,12000
20251123-072051,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,512,0.000262,20480,0.002637,0.203,0.944,3,constant,False,64,3,simple,,,5,500000,128,12000
20251123-072446,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,0.000204,20480,0.00403,0.161,0.934,3,linear,True,256,3,simple,,,5,500000,2048,12000
20251123-072849,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,2048,0.000238,81920,0.009373,0.19,0.93,4,linear,True,256,1,simple,,,5,2000000,128,12000
20251123-074443,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,5.3e-05,81920,0.006108,0.198,0.91,4,linear,True,512,2,simple,,,5,100000,2048,12000
20251123-074550,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,4.5e-05,327680,0.009503,0.227,0.941,5,constant,True,128,2,simple,,,5,2000000,256,12000
20251123-080433,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,512,5.6e-05,40960,0.004338,0.216,0.931,10,linear,False,512,2,simple,,,5,100000,256,12000
20251123-080605,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,512,0.000117,20480,0.001568,0.266,0.927,5,linear,False,128,2,simple,,,5,250000,128,12000
20251123-080832,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,9.7e-05,163840,0.000549,0.243,0.919,5,constant,False,128,2,simple,,,5,2000000,64,12000
20251123-082617,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,9.7e-05,163840,0.000549,0.243,0.919,5,constant,False,128,2,simple,,,5,2000000,64,12000
20251123-084406,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,0.000167,327680,0.008415,0.171,0.944,8,linear,True,64,1,simple,,,5,500000,512,12000
20251123-084902,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,512,8.9e-05,10240,0.001026,0.224,0.91,4,constant,True,512,3,simple,,,5,2000000,256,12000
20251123-090918,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,3.8e-05,20480,0.004852,0.225,0.903,8,constant,True,32,1,simple,,,5,500000,512,12000
20251123-091451,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,0.000269,81920,0.002786,0.266,0.938,8,constant,True,256,1,simple,,,5,2000000,64,12000
20251123-093551,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,0.000234,20480,0.000485,0.192,0.947,5,constant,False,64,1,simple,,,5,250000,2048,12000
20251123-093813,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,2048,0.000195,40960,0.002754,0.108,0.937,10,linear,False,256,1,simple,,,5,500000,1024,12000
20251123-094419,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,0.000127,20480,0.009522,0.233,0.902,10,constant,False,32,3,simple,,,5,500000,128,12000
20251123-095015,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,512,0.000238,40960,0.000772,0.195,0.91,4,constant,False,32,2,simple,,,5,100000,64,12000
20251123-095114,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,2048,0.000207,163840,0.009106,0.278,0.947,5,constant,False,64,1,simple,,,5,100000,128,12000
20251123-095200,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,2048,0.000104,163840,0.00331,0.102,0.913,5,linear,True,128,1,simple,,,5,250000,128,12000
20251123-095415,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,0.000175,20480,0.006799,0.181,0.934,3,linear,False,64,2,simple,,,5,2000000,1024,12000
20251123-100835,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,512,0.000271,20480,0.003326,0.119,0.941,4,constant,False,512,1,simple,,,5,1000000,128,12000
20251123-101643,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,2048,0.000264,40960,0.008394,0.207,0.947,5,linear,True,64,2,simple,,,5,500000,256,12000
20251123-102113,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,0.000245,81920,0.009053,0.152,0.928,10,linear,True,32,2,simple,,,5,500000,512,12000
20251123-102730,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,2048,9.4e-05,163840,0.004024,0.251,0.949,3,constant,False,512,2,simple,,,5,500000,256,12000
20251123-103207,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,0.000213,20480,0.009115,0.245,0.95,3,linear,False,512,1,simple,,,5,100000,2048,12000
20251123-103303,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,0.000264,327680,0.001425,0.202,0.921,8,linear,False,512,2,simple,,,5,250000,128,12000
20251123-103450,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,9.1e-05,327680,0.009995,0.182,0.911,5,constant,True,256,2,simple,,,5,1000000,1024,12000
20251123-104448,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,0.000243,81920,0.009042,0.215,0.944,8,linear,False,256,3,simple,,,5,250000,2048,12000
20251123-104802,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,0.000142,81920,0.003126,0.281,0.924,3,constant,True,32,3,simple,,,5,2000000,2048,12000
20251123-110241,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,2048,0.000278,81920,0.006144,0.264,0.907,8,constant,True,32,2,simple,,,5,250000,2048,12000
20251123-110536,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,7.9e-05,81920,0.007207,0.288,0.901,8,constant,True,256,3,simple,,,5,2000000,256,12000
20251123-112831,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,512,6.8e-05,20480,0.008063,0.17,0.937,4,constant,True,512,2,simple,,,5,500000,1024,12000
20251123-113347,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,2048,7.5e-05,163840,0.003323,0.184,0.949,5,linear,False,512,3,simple,,,5,2000000,2048,12000
20251123-115952,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,6.8e-05,327680,0.001919,0.282,0.906,5,constant,False,256,2,simple,,,5,2000000,64,12000
20251123-122212,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,0.000244,81920,0.003426,0.26,0.904,5,linear,True,128,3,simple,,,5,250000,128,12000
20251123-122542,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,6.2e-05,327680,0.006119,0.121,0.921,10,linear,True,256,2,simple,,,5,500000,1024,12000
20251123-123324,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,2048,0.000239,81920,0.002372,0.158,0.936,3,constant,False,128,1,simple,,,5,100000,2048,12000
20251123-123438,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,2048,0.000293,81920,0.001004,0.162,0.911,4,linear,True,256,2,simple,,,5,1000000,1024,12000
20251123-124607,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,2048,0.000131,40960,0.004851,0.128,0.922,10,constant,True,64,3,simple,,,5,100000,64,12000
20251123-124750,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,0.000148,40960,0.007612,0.277,0.948,3,linear,True,512,2,simple,,,5,250000,128,12000
20251123-125102,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,512,7.1e-05,10240,0.005653,0.262,0.936,10,linear,False,64,3,simple,,,5,500000,1024,12000
20251123-125845,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,0.000149,327680,0.005933,0.102,0.92,3,constant,False,128,2,simple,,,5,100000,512,12000
20251123-125948,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,0.000211,81920,0.002375,0.164,0.912,4,linear,False,32,3,simple,,,5,100000,2048,12000
20251123-130109,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,5.2e-05,327680,0.002483,0.239,0.931,3,constant,False,128,2,simple,,,5,2000000,512,12000
20251123-132316,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,0.000177,20480,0.008029,0.204,0.917,4,constant,True,128,1,simple,,,5,500000,1024,12000
20251123-132903,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,0.000173,81920,0.001558,0.291,0.916,5,constant,False,64,2,simple,,,5,100000,128,12000
20251123-133031,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,0.00012,40960,0.000243,0.225,0.9,8,linear,True,128,2,simple,,,5,1000000,512,12000
